command line args: main.py --env-name MsPacmanNoFrameskip-v0 --algo a2c --num-stack 4 --train-on-200x160-pixel --port 5026 --log-dir /tmp/a2c_mspacman --num-processes 128
Updates 0, num timesteps 640, FPS 398, mean/median reward 0.0/0.0, min/max reward 0.0/0.0, entropy 2.18486, value loss 0.01736, policy loss 0.21304, time 0.02680 min
Updates 1570, num timesteps 1005440, FPS 478, mean/median reward 8.8/8.0, min/max reward 0.0/25.0, entropy 2.15623, value loss 0.08272, policy loss 0.08984, time 35.00371 min
Updates 1580, num timesteps 1011840, FPS 478, mean/median reward 8.7/9.0, min/max reward 0.0/22.0, entropy 2.13617, value loss 0.02360, policy loss -0.00072, time 35.22780 min
Updates 1590, num timesteps 1018240, FPS 478, mean/median reward 9.2/9.0, min/max reward 0.0/22.0, entropy 2.04999, value loss 0.06958, policy loss 0.04106, time 35.45165 min
Updates 1600, num timesteps 1024640, FPS 478, mean/median reward 9.2/9.0, min/max reward 0.0/22.0, entropy 2.02912, value loss 0.02673, policy loss -0.06234, time 35.67780 min
Updates 1610, num timesteps 1031040, FPS 478, mean/median reward 9.2/9.0, min/max reward 0.0/22.0, entropy 2.09088, value loss 0.03606, policy loss -0.00985, time 35.90189 min
Updates 1620, num timesteps 1037440, FPS 478, mean/median reward 9.1/9.0, min/max reward 0.0/22.0, entropy 2.10588, value loss 0.13787, policy loss 0.08099, time 36.12185 min
Updates 1630, num timesteps 1043840, FPS 478, mean/median reward 8.9/9.0, min/max reward 0.0/22.0, entropy 2.12556, value loss 0.02184, policy loss -0.04569, time 36.34640 min
Updates 1640, num timesteps 1050240, FPS 478, mean/median reward 8.8/9.0, min/max reward 0.0/22.0, entropy 2.12085, value loss 0.06935, policy loss 0.00299, time 36.58004 min
Updates 1650, num timesteps 1056640, FPS 478, mean/median reward 8.7/9.0, min/max reward 0.0/22.0, entropy 2.15078, value loss 0.02860, policy loss -0.01773, time 36.79902 min
Updates 1660, num timesteps 1063040, FPS 478, mean/median reward 8.7/9.0, min/max reward 0.0/23.0, entropy 2.15203, value loss 0.02118, policy loss 0.00600, time 37.01692 min
Updates 1670, num timesteps 1069440, FPS 478, mean/median reward 8.6/9.0, min/max reward 0.0/23.0, entropy 2.13325, value loss 0.03168, policy loss 0.00900, time 37.22924 min
Updates 1680, num timesteps 1075840, FPS 478, mean/median reward 8.4/9.0, min/max reward 0.0/23.0, entropy 2.15523, value loss 0.02495, policy loss 0.01325, time 37.44404 min
Updates 1690, num timesteps 1082240, FPS 478, mean/median reward 8.6/9.0, min/max reward 0.0/23.0, entropy 2.14155, value loss 0.04753, policy loss 0.00886, time 37.66043 min
Updates 1700, num timesteps 1088640, FPS 479, mean/median reward 8.5/9.0, min/max reward 0.0/23.0, entropy 2.14227, value loss 0.11734, policy loss 0.00985, time 37.87633 min
Updates 1710, num timesteps 1095040, FPS 478, mean/median reward 8.3/9.0, min/max reward 0.0/23.0, entropy 2.09795, value loss 0.03209, policy loss -0.01811, time 38.10944 min
Updates 1720, num timesteps 1101440, FPS 478, mean/median reward 8.3/9.0, min/max reward 0.0/23.0, entropy 2.02332, value loss 0.04820, policy loss -0.06812, time 38.34238 min
Updates 1730, num timesteps 1107840, FPS 478, mean/median reward 8.1/9.0, min/max reward 0.0/23.0, entropy 2.13299, value loss 0.02693, policy loss -0.03518, time 38.57166 min
Updates 1740, num timesteps 1114240, FPS 478, mean/median reward 8.1/9.0, min/max reward 0.0/23.0, entropy 2.15992, value loss 0.03563, policy loss 0.01850, time 38.80231 min
Updates 1750, num timesteps 1120640, FPS 478, mean/median reward 8.1/9.0, min/max reward 0.0/23.0, entropy 2.13845, value loss 0.04633, policy loss 0.01945, time 39.02900 min
Updates 1760, num timesteps 1127040, FPS 478, mean/median reward 7.9/8.0, min/max reward 0.0/23.0, entropy 1.91607, value loss 0.06248, policy loss -0.02082, time 39.26053 min
Updates 1770, num timesteps 1133440, FPS 478, mean/median reward 8.0/8.0, min/max reward 0.0/23.0, entropy 2.05353, value loss 0.07896, policy loss 0.04165, time 39.48854 min
Updates 1780, num timesteps 1139840, FPS 477, mean/median reward 8.1/8.0, min/max reward 0.0/23.0, entropy 2.08068, value loss 0.05618, policy loss 0.01560, time 39.79243 min
Updates 1790, num timesteps 1146240, FPS 477, mean/median reward 8.1/8.0, min/max reward 0.0/23.0, entropy 1.17593, value loss 0.15132, policy loss -0.05671, time 40.01869 min
Updates 1800, num timesteps 1152640, FPS 477, mean/median reward 8.4/9.0, min/max reward 0.0/23.0, entropy 1.95520, value loss 0.14828, policy loss -0.00532, time 40.25110 min
Updates 1810, num timesteps 1159040, FPS 477, mean/median reward 8.7/9.0, min/max reward 0.0/23.0, entropy 1.98874, value loss 0.20447, policy loss -0.02316, time 40.48028 min
Updates 1820, num timesteps 1165440, FPS 477, mean/median reward 9.0/10.0, min/max reward 0.0/24.0, entropy 2.03491, value loss 0.05675, policy loss -0.02357, time 40.70859 min
Updates 1830, num timesteps 1171840, FPS 477, mean/median reward 9.4/10.0, min/max reward 0.0/26.0, entropy 2.08687, value loss 0.06511, policy loss -0.02924, time 40.93930 min
Updates 1840, num timesteps 1178240, FPS 476, mean/median reward 9.5/9.0, min/max reward 0.0/26.0, entropy 1.92904, value loss 0.07991, policy loss -0.06162, time 41.16877 min
Updates 1850, num timesteps 1184640, FPS 476, mean/median reward 9.9/10.0, min/max reward 0.0/26.0, entropy 2.01531, value loss 0.10708, policy loss -0.03570, time 41.40517 min
Updates 1860, num timesteps 1191040, FPS 476, mean/median reward 9.9/10.0, min/max reward 0.0/26.0, entropy 1.93658, value loss 0.05535, policy loss 0.00516, time 41.63163 min
Updates 1870, num timesteps 1197440, FPS 476, mean/median reward 9.7/9.0, min/max reward 0.0/26.0, entropy 1.90909, value loss 0.07107, policy loss -0.07009, time 41.85969 min
Updates 1880, num timesteps 1203840, FPS 476, mean/median reward 10.2/10.0, min/max reward 0.0/29.0, entropy 1.79923, value loss 0.10296, policy loss -0.14155, time 42.08809 min
Updates 1890, num timesteps 1210240, FPS 476, mean/median reward 10.4/10.0, min/max reward 0.0/29.0, entropy 2.09519, value loss 0.08737, policy loss 0.04837, time 42.31602 min
Updates 1900, num timesteps 1216640, FPS 476, mean/median reward 10.4/10.0, min/max reward 0.0/29.0, entropy 2.10289, value loss 0.06477, policy loss 0.01465, time 42.54578 min
Updates 1910, num timesteps 1223040, FPS 476, mean/median reward 10.5/10.0, min/max reward 0.0/29.0, entropy 2.14067, value loss 0.06256, policy loss 0.01619, time 42.78580 min
Updates 1920, num timesteps 1229440, FPS 476, mean/median reward 10.8/10.0, min/max reward 0.0/29.0, entropy 2.12895, value loss 0.05903, policy loss -0.03042, time 43.00913 min
Updates 1930, num timesteps 1235840, FPS 476, mean/median reward 10.9/10.0, min/max reward 0.0/29.0, entropy 2.16826, value loss 0.01504, policy loss -0.01955, time 43.23672 min
Updates 1940, num timesteps 1242240, FPS 476, mean/median reward 10.9/11.0, min/max reward 0.0/26.0, entropy 2.17682, value loss 0.03126, policy loss 0.01650, time 43.46545 min
Updates 1950, num timesteps 1248640, FPS 476, mean/median reward 11.7/11.0, min/max reward 0.0/26.0, entropy 2.16254, value loss 0.03641, policy loss -0.01245, time 43.69265 min
Updates 1960, num timesteps 1255040, FPS 476, mean/median reward 11.5/12.0, min/max reward 0.0/26.0, entropy 2.17454, value loss 0.03273, policy loss -0.01132, time 43.91467 min
Updates 1970, num timesteps 1261440, FPS 476, mean/median reward 11.6/12.0, min/max reward 0.0/26.0, entropy 2.17053, value loss 0.02636, policy loss -0.00166, time 44.13850 min
Updates 1980, num timesteps 1267840, FPS 476, mean/median reward 11.5/11.0, min/max reward 0.0/26.0, entropy 2.17415, value loss 0.04337, policy loss 0.05276, time 44.37190 min
Updates 1990, num timesteps 1274240, FPS 476, mean/median reward 11.5/12.0, min/max reward 0.0/26.0, entropy 2.13454, value loss 0.06568, policy loss -0.01194, time 44.61265 min
Updates 2000, num timesteps 1280640, FPS 475, mean/median reward 11.7/12.0, min/max reward 0.0/26.0, entropy 2.03598, value loss 0.04602, policy loss -0.05222, time 44.84762 min
Updates 2010, num timesteps 1287040, FPS 475, mean/median reward 11.9/12.0, min/max reward 0.0/31.0, entropy 2.14109, value loss 0.02373, policy loss -0.02912, time 45.07462 min
Updates 2020, num timesteps 1293440, FPS 475, mean/median reward 12.3/12.0, min/max reward 0.0/32.0, entropy 2.13669, value loss 0.04236, policy loss -0.00222, time 45.29516 min
Updates 2030, num timesteps 1299840, FPS 475, mean/median reward 12.5/12.0, min/max reward 0.0/32.0, entropy 2.09789, value loss 0.05939, policy loss 0.01368, time 45.51446 min
Updates 2040, num timesteps 1306240, FPS 475, mean/median reward 12.7/13.0, min/max reward 0.0/32.0, entropy 2.09537, value loss 0.04288, policy loss 0.03558, time 45.75868 min
Updates 2050, num timesteps 1312640, FPS 475, mean/median reward 12.8/13.0, min/max reward 1.0/32.0, entropy 2.09166, value loss 0.05314, policy loss 0.02335, time 45.98373 min
Updates 2060, num timesteps 1319040, FPS 475, mean/median reward 12.7/12.0, min/max reward 1.0/32.0, entropy 2.05281, value loss 0.08775, policy loss 0.05875, time 46.22923 min
Updates 2070, num timesteps 1325440, FPS 475, mean/median reward 12.5/11.0, min/max reward 0.0/32.0, entropy 1.94521, value loss 0.11956, policy loss 0.03902, time 46.45469 min
Updates 2080, num timesteps 1331840, FPS 475, mean/median reward 12.5/11.0, min/max reward 0.0/32.0, entropy 2.05026, value loss 0.05027, policy loss 0.02488, time 46.68270 min
Updates 2090, num timesteps 1338240, FPS 475, mean/median reward 12.1/11.0, min/max reward 0.0/32.0, entropy 2.07455, value loss 0.04465, policy loss 0.01907, time 46.90316 min
Updates 2100, num timesteps 1344640, FPS 474, mean/median reward 12.3/11.0, min/max reward 0.0/32.0, entropy 2.03696, value loss 0.04510, policy loss 0.00281, time 47.20788 min
Updates 2110, num timesteps 1351040, FPS 474, mean/median reward 12.4/11.0, min/max reward 0.0/32.0, entropy 2.09636, value loss 0.08701, policy loss 0.11012, time 47.43085 min
Updates 2120, num timesteps 1357440, FPS 474, mean/median reward 12.4/11.0, min/max reward 0.0/32.0, entropy 2.04514, value loss 0.04201, policy loss 0.02121, time 47.65718 min
Updates 2130, num timesteps 1363840, FPS 474, mean/median reward 12.9/12.0, min/max reward 0.0/36.0, entropy 2.02564, value loss 0.06977, policy loss 0.09652, time 47.88253 min
Updates 2140, num timesteps 1370240, FPS 474, mean/median reward 12.7/12.0, min/max reward 0.0/36.0, entropy 1.84510, value loss 0.06155, policy loss -0.02717, time 48.10659 min
Updates 2150, num timesteps 1376640, FPS 474, mean/median reward 12.2/11.0, min/max reward 0.0/36.0, entropy 1.86796, value loss 0.07457, policy loss -0.03422, time 48.32860 min
Updates 2160, num timesteps 1383040, FPS 474, mean/median reward 12.0/11.0, min/max reward 0.0/36.0, entropy 1.91878, value loss 0.06114, policy loss -0.05972, time 48.54881 min
Updates 2170, num timesteps 1389440, FPS 474, mean/median reward 12.0/11.0, min/max reward 0.0/36.0, entropy 2.05804, value loss 0.05473, policy loss 0.00232, time 48.77280 min
Updates 2180, num timesteps 1395840, FPS 474, mean/median reward 11.8/11.0, min/max reward 0.0/46.0, entropy 2.05927, value loss 0.10324, policy loss -0.00291, time 49.00284 min
Updates 2190, num timesteps 1402240, FPS 474, mean/median reward 11.8/11.0, min/max reward 0.0/46.0, entropy 2.06546, value loss 0.05055, policy loss -0.02520, time 49.23132 min
Updates 2200, num timesteps 1408640, FPS 474, mean/median reward 11.8/10.0, min/max reward 0.0/46.0, entropy 2.06657, value loss 0.03382, policy loss -0.01786, time 49.46310 min
Updates 2210, num timesteps 1415040, FPS 474, mean/median reward 11.6/10.0, min/max reward 0.0/46.0, entropy 2.07523, value loss 0.08423, policy loss -0.01857, time 49.68762 min
Updates 2220, num timesteps 1421440, FPS 474, mean/median reward 11.9/10.0, min/max reward 0.0/46.0, entropy 2.10689, value loss 0.03051, policy loss -0.01400, time 49.91182 min
Updates 2230, num timesteps 1427840, FPS 474, mean/median reward 11.4/10.0, min/max reward 0.0/46.0, entropy 2.01694, value loss 0.03674, policy loss -0.05938, time 50.13357 min
Updates 2240, num timesteps 1434240, FPS 474, mean/median reward 10.9/10.0, min/max reward 0.0/46.0, entropy 2.10056, value loss 0.04194, policy loss 0.00173, time 50.35310 min
Updates 2250, num timesteps 1440640, FPS 474, mean/median reward 10.9/10.0, min/max reward 0.0/46.0, entropy 2.07096, value loss 0.05126, policy loss 0.04068, time 50.57542 min
Updates 2260, num timesteps 1447040, FPS 474, mean/median reward 11.2/10.0, min/max reward 0.0/46.0, entropy 1.91261, value loss 0.04395, policy loss 0.06516, time 50.79774 min
Updates 2270, num timesteps 1453440, FPS 474, mean/median reward 10.9/10.0, min/max reward 0.0/46.0, entropy 2.08629, value loss 0.05022, policy loss 0.05198, time 51.01847 min
Updates 2280, num timesteps 1459840, FPS 474, mean/median reward 11.4/10.0, min/max reward 0.0/46.0, entropy 2.07986, value loss 0.03329, policy loss -0.03014, time 51.24043 min
Updates 2290, num timesteps 1466240, FPS 474, mean/median reward 11.5/10.0, min/max reward 0.0/46.0, entropy 2.10462, value loss 0.06856, policy loss 0.04325, time 51.46315 min
Updates 2300, num timesteps 1472640, FPS 474, mean/median reward 11.7/10.0, min/max reward 0.0/46.0, entropy 2.10924, value loss 0.03462, policy loss -0.01507, time 51.70795 min
Updates 2310, num timesteps 1479040, FPS 474, mean/median reward 12.3/11.0, min/max reward 0.0/46.0, entropy 2.07164, value loss 0.07534, policy loss 0.03234, time 51.93677 min
Updates 2320, num timesteps 1485440, FPS 474, mean/median reward 12.7/12.0, min/max reward 0.0/46.0, entropy 2.09182, value loss 0.07731, policy loss -0.03422, time 52.16960 min
Updates 2330, num timesteps 1491840, FPS 474, mean/median reward 13.3/12.0, min/max reward 0.0/46.0, entropy 2.11580, value loss 0.06365, policy loss 0.05855, time 52.43839 min
Updates 2340, num timesteps 1498240, FPS 474, mean/median reward 13.8/12.0, min/max reward 0.0/41.0, entropy 2.04747, value loss 0.04862, policy loss -0.04260, time 52.67016 min
Updates 2350, num timesteps 1504640, FPS 474, mean/median reward 13.9/12.0, min/max reward 0.0/41.0, entropy 2.08103, value loss 0.06447, policy loss 0.06132, time 52.89806 min
Updates 2360, num timesteps 1511040, FPS 474, mean/median reward 14.4/12.0, min/max reward 0.0/41.0, entropy 2.08755, value loss 0.03804, policy loss 0.04385, time 53.12623 min
Updates 2370, num timesteps 1517440, FPS 474, mean/median reward 14.4/12.0, min/max reward 0.0/41.0, entropy 2.12579, value loss 0.05043, policy loss -0.00441, time 53.35338 min
Updates 2380, num timesteps 1523840, FPS 474, mean/median reward 14.2/11.0, min/max reward 0.0/41.0, entropy 2.08932, value loss 0.02253, policy loss -0.06255, time 53.57842 min
Updates 2390, num timesteps 1530240, FPS 474, mean/median reward 14.2/11.0, min/max reward 0.0/41.0, entropy 2.09191, value loss 0.02503, policy loss -0.02408, time 53.80380 min
Updates 2400, num timesteps 1536640, FPS 473, mean/median reward 14.3/12.0, min/max reward 0.0/41.0, entropy 2.12519, value loss 0.01615, policy loss -0.05496, time 54.05497 min
Updates 2410, num timesteps 1543040, FPS 473, mean/median reward 14.2/11.0, min/max reward 0.0/41.0, entropy 2.09791, value loss 0.02432, policy loss -0.01977, time 54.27913 min
Updates 2420, num timesteps 1549440, FPS 473, mean/median reward 13.7/11.0, min/max reward 0.0/41.0, entropy 2.08761, value loss 0.09399, policy loss 0.02820, time 54.50154 min
Updates 2430, num timesteps 1555840, FPS 473, mean/median reward 13.0/10.0, min/max reward 0.0/40.0, entropy 2.12403, value loss 0.03767, policy loss -0.00213, time 54.72544 min
Updates 2440, num timesteps 1562240, FPS 473, mean/median reward 12.3/10.0, min/max reward 0.0/40.0, entropy 2.09513, value loss 0.03671, policy loss 0.04216, time 54.95029 min
Updates 2450, num timesteps 1568640, FPS 473, mean/median reward 12.8/10.0, min/max reward 0.0/47.0, entropy 2.04285, value loss 0.08103, policy loss 0.01809, time 55.18502 min
Updates 2460, num timesteps 1575040, FPS 473, mean/median reward 12.5/10.0, min/max reward 0.0/47.0, entropy 2.03454, value loss 0.09120, policy loss -0.00563, time 55.40732 min
Updates 2470, num timesteps 1581440, FPS 473, mean/median reward 12.2/10.0, min/max reward 0.0/47.0, entropy 2.11587, value loss 0.03853, policy loss 0.04236, time 55.62732 min
Updates 2480, num timesteps 1587840, FPS 473, mean/median reward 12.0/10.0, min/max reward 0.0/47.0, entropy 2.07926, value loss 0.03476, policy loss -0.03724, time 55.84891 min
Updates 2490, num timesteps 1594240, FPS 473, mean/median reward 11.2/10.0, min/max reward 0.0/47.0, entropy 2.09019, value loss 0.03501, policy loss -0.01254, time 56.06952 min
Updates 2500, num timesteps 1600640, FPS 473, mean/median reward 11.1/9.0, min/max reward 0.0/47.0, entropy 2.11782, value loss 0.03824, policy loss 0.05361, time 56.30029 min
Updates 2510, num timesteps 1607040, FPS 473, mean/median reward 10.7/9.0, min/max reward 0.0/40.0, entropy 2.02852, value loss 0.03506, policy loss -0.03371, time 56.52043 min
Updates 2520, num timesteps 1613440, FPS 473, mean/median reward 10.3/9.0, min/max reward 0.0/40.0, entropy 2.08552, value loss 0.09673, policy loss 0.07111, time 56.74073 min
Updates 2530, num timesteps 1619840, FPS 473, mean/median reward 11.0/10.0, min/max reward 0.0/40.0, entropy 2.10186, value loss 0.03634, policy loss 0.02133, time 56.97304 min
Updates 2540, num timesteps 1626240, FPS 473, mean/median reward 11.2/10.0, min/max reward 0.0/40.0, entropy 2.02899, value loss 0.03906, policy loss -0.05298, time 57.18989 min
Updates 2550, num timesteps 1632640, FPS 474, mean/median reward 11.2/9.0, min/max reward 0.0/40.0, entropy 1.97571, value loss 0.04094, policy loss -0.00506, time 57.40120 min
Updates 2560, num timesteps 1639040, FPS 474, mean/median reward 10.8/9.0, min/max reward 0.0/34.0, entropy 2.09088, value loss 0.11430, policy loss 0.07181, time 57.62508 min
Updates 2570, num timesteps 1645440, FPS 474, mean/median reward 10.3/8.0, min/max reward 0.0/34.0, entropy 2.05169, value loss 0.25593, policy loss 0.06638, time 57.85544 min
